,Unnamed: 0,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
33833,33833,489,2019-12-10 16:26:30.1660,2019-12-10 16:34:39.8210,385,Albany St at E. Brookline St,42.33664795427071,-71.0689445958451,366,Broadway T Stop,42.34278116224413,-71.05747275072645,5782,Subscriber,1973,2
33834,33834,582,2019-12-10 16:26:37.5400,2019-12-10 16:36:19.6320,376,Honan Library,42.36027370454934,-71.12852452327388,338,Commonwealth Ave at Kelton St,42.348358628170445,-71.13997217276847,3175,Subscriber,1990,1
33835,33835,730,2019-12-10 16:27:01.3260,2019-12-10 16:39:12.2800,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,139,Dana Park,42.36178043960605,-71.10809952020645,5049,Subscriber,1990,1
33836,33836,414,2019-12-10 16:27:10.7970,2019-12-10 16:34:05.5180,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4532,Subscriber,1991,2
33837,33837,1167,2019-12-10 16:27:44.0430,2019-12-10 16:47:11.2400,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,369,Boston Public Market,42.36254854409333,-71.0573735833168,2769,Subscriber,1984,1
33838,33838,1417,2019-12-10 16:27:50.7750,2019-12-10 16:51:28.0170,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.3374174845973,-71.10286116600037,426,Surface Rd at Summer St,42.35294569782581,-71.05656400803126,4917,Customer,1969,0
33839,33839,836,2019-12-10 16:28:05.0380,2019-12-10 16:42:01.8880,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,3085,Subscriber,1977,2
33840,33840,734,2019-12-10 16:28:06.3310,2019-12-10 16:40:20.4940,107,Ames St at Main St,42.3625,-71.08822,36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,3326,Subscriber,1976,1
33841,33841,292,2019-12-10 16:28:11.3720,2019-12-10 16:33:03.9000,228,One Memorial Drive,42.361619320766856,-71.0804355052096,58,Mugar Way at Beacon St,42.35553628489709,-71.07286870479584,5241,Subscriber,1990,1
33842,33842,526,2019-12-10 16:28:11.7920,2019-12-10 16:36:58.1580,107,Ames St at Main St,42.3625,-71.08822,179,MIT Vassar St,42.35560121327927,-71.10394477844238,4465,Subscriber,1995,1
33843,33843,415,2019-12-10 16:28:14.7860,2019-12-10 16:35:10.2580,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,4704,Subscriber,1966,1
33844,33844,297,2019-12-10 16:29:06.5860,2019-12-10 16:34:03.8000,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.3374174845973,-71.10286116600037,400,Lansdowne T Stop,42.34734473177431,-71.1001680795016,4452,Subscriber,1979,1
33845,33845,347,2019-12-10 16:29:49.3350,2019-12-10 16:35:36.9020,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,2707,Subscriber,1983,2
33846,33846,492,2019-12-10 16:29:55.1530,2019-12-10 16:38:07.6360,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,3447,Subscriber,1976,1
33847,33847,548,2019-12-10 16:29:55.2900,2019-12-10 16:39:03.5000,398,75 Binney St,42.36550728505653,-71.0801375997653,94,Main St at Austin St,42.375603,-71.064608,4932,Subscriber,1984,1
33848,33848,362,2019-12-10 16:29:58.0420,2019-12-10 16:36:00.7520,140,Danehy Park,42.388966,-71.132788,115,Porter Square Station,42.387995,-71.119084,3045,Subscriber,1992,2
33849,33849,599,2019-12-10 16:30:19.4760,2019-12-10 16:40:18.5900,372,Boylston St at Exeter St,42.349589423682445,-71.0794677917329,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5456,Subscriber,1973,1
33850,33850,477,2019-12-10 16:30:30.2830,2019-12-10 16:38:27.8490,33,Kenmore Square,42.348706,-71.097009,370,Dartmouth St at Newbury St,42.35096144421219,-71.07782810926437,2710,Subscriber,2000,2
33851,33851,185,2019-12-10 16:30:52.5380,2019-12-10 16:33:57.6770,4,Tremont St at E Berkeley St,42.345392,-71.069616,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,5197,Subscriber,1966,1
33852,33852,1277,2019-12-10 16:30:57.9340,2019-12-10 16:52:15.0920,331,Huntington Ave at Mass Art,42.336585554561154,-71.0988699646623,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,6115,Subscriber,1987,1
33853,33853,340,2019-12-10 16:31:11.9310,2019-12-10 16:36:51.9370,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,3439,Subscriber,1983,1
33854,33854,1226,2019-12-10 16:31:27.8110,2019-12-10 16:51:54.5820,378,191 Beacon St,42.38032335045416,-71.10878612855231,236,Assembly Square T,42.39223284004628,-71.07746601104736,6057,Subscriber,1979,1
33855,33855,897,2019-12-10 16:31:43.5720,2019-12-10 16:46:40.7750,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,58,Mugar Way at Beacon St,42.35553628489709,-71.07286870479584,4739,Subscriber,1994,1
33856,33856,1271,2019-12-10 16:31:45.1480,2019-12-10 16:52:56.9160,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,5852,Customer,1997,1
33857,33857,850,2019-12-10 16:32:25.6150,2019-12-10 16:46:35.9600,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.3374174845973,-71.10286116600037,379,Tremont St at W. Dedham St,42.34254913737952,-71.07421449387857,3847,Subscriber,1993,2
33858,33858,228,2019-12-10 16:32:38.1610,2019-12-10 16:36:26.9700,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,4176,Subscriber,1994,2
33859,33859,696,2019-12-10 16:32:50.2020,2019-12-10 16:44:26.8510,151,Surface Rd at India St,42.358155,-71.052163,161,W Broadway at D St,42.3391085,-71.0514432,3570,Subscriber,1987,1
33860,33860,819,2019-12-10 16:32:53.7070,2019-12-10 16:46:32.8830,380,Mass Ave at Albany St,42.36135837662249,-71.09670273977825,404,Mass Ave T Station,42.34135615767354,-71.08336953450817,6028,Subscriber,1986,1
33861,33861,901,2019-12-10 16:32:57.7900,2019-12-10 16:47:59.7120,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026188269,-71.04167744055303,5120,Subscriber,1970,2
33862,33862,752,2019-12-10 16:33:12.5340,2019-12-10 16:45:44.9730,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,2783,Subscriber,1977,1
33863,33863,377,2019-12-10 16:33:27.0270,2019-12-10 16:39:44.6300,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,5602,Subscriber,1992,1
33864,33864,350,2019-12-10 16:33:34.8660,2019-12-10 16:39:25.4950,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,107,Ames St at Main St,42.3625,-71.08822,3943,Subscriber,1958,1
33865,33865,502,2019-12-10 16:33:35.5350,2019-12-10 16:41:57.7060,441,Sullivan Square,42.38445225635844,-71.07514854529654,397,Broadway at Beacham St,42.39836059620832,-71.06373842814719,5308,Subscriber,1980,1
33866,33866,847,2019-12-10 16:34:11.5140,2019-12-10 16:48:18.6100,380,Mass Ave at Albany St,42.36135837662249,-71.09670273977825,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624444796878,-71.08798563480377,4729,Subscriber,1974,2
33867,33867,950,2019-12-10 16:34:24.0670,2019-12-10 16:50:14.9790,335,Harvard St at Greene-Rose Heritage Park,42.36599432867437,-71.09522221614498,446,700 Commonwealth Ave.,42.34960945333059,-71.10391523698127,5052,Subscriber,1990,2
33868,33868,680,2019-12-10 16:34:49.2910,2019-12-10 16:46:09.3020,352,Ring Rd,42.348278385426255,-71.08044855314802,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,3086,Subscriber,1976,1
33869,33869,173,2019-12-10 16:34:59.5900,2019-12-10 16:37:53.3330,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,4155,Subscriber,1974,1
33870,33870,603,2019-12-10 16:35:00.1610,2019-12-10 16:45:03.6660,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026188269,-71.04167744055303,23,Boston City Hall - 28 State St,42.35892,-71.057629,4829,Subscriber,1982,2
33871,33871,773,2019-12-10 16:35:02.9850,2019-12-10 16:47:56.6420,185,Third at Binney,42.36544486137399,-71.08277142047882,408,Edgerly Education Center,42.38717463348314,-71.08714388528824,4861,Subscriber,1985,1
33872,33872,603,2019-12-10 16:35:06.5000,2019-12-10 16:45:10.1050,380,Mass Ave at Albany St,42.36135837662249,-71.09670273977825,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.357218503176526,-71.1138716340065,3869,Subscriber,1999,1
33873,33873,1787,2019-12-10 16:35:19.0370,2019-12-10 17:05:06.8740,364,Tremont St at Northampton St,42.33889559644165,-71.08149975611013,77,Somerville City Hall,42.386844,-71.09812,4426,Customer,1986,2
33874,33874,347,2019-12-10 16:35:26.1130,2019-12-10 16:41:13.5770,330,30 Dane St,42.38100143038052,-71.10402522613185,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,3481,Subscriber,1989,1
33875,33875,777,2019-12-10 16:35:27.9540,2019-12-10 16:48:25.7820,21,Prudential Center - 101 Huntington Ave,42.34652003998412,-71.08065776545118,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,2578,Subscriber,1982,1
33876,33876,188,2019-12-10 16:35:31.4750,2019-12-10 16:38:40.2840,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,100,Davis Square,42.396969,-71.123024,5482,Subscriber,1964,1
33877,33877,202,2019-12-10 16:35:42.5310,2019-12-10 16:39:04.6710,328,Grove St at Community Path,42.396386809455,-71.12011306006025,239,Community Path at Cedar Street,42.39407223665884,-71.11133694648743,5949,Subscriber,1986,2
33878,33878,512,2019-12-10 16:35:52.0410,2019-12-10 16:44:24.5190,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,372,Boylston St at Exeter St,42.349589423682445,-71.0794677917329,3703,Subscriber,1986,1
33879,33879,1210,2019-12-10 16:36:01.7340,2019-12-10 16:56:12.5670,6,Cambridge St at Joy St,42.36121165307985,-71.06530619789737,36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,5616,Subscriber,1978,2
33880,33880,357,2019-12-10 16:36:03.9650,2019-12-10 16:42:01.8390,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,3740,Subscriber,1988,1
33881,33881,684,2019-12-10 16:36:05.1570,2019-12-10 16:47:29.6230,144,Rogers St & Land Blvd,42.36575798214837,-71.07699394226073,380,Mass Ave at Albany St,42.36135837662249,-71.09670273977825,4466,Subscriber,1986,1
33882,33882,353,2019-12-10 16:36:44.2970,2019-12-10 16:42:38.1720,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,4264,Subscriber,1962,1
33883,33883,1818,2019-12-10 16:36:46.8600,2019-12-10 17:07:05.2940,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,144,Rogers St & Land Blvd,42.36575798214837,-71.07699394226073,4832,Subscriber,1997,1
33884,33884,751,2019-12-10 16:37:10.9410,2019-12-10 16:49:42.7290,19,Park Dr at Buswell St,42.347241,-71.105301,139,Dana Park,42.36178043960605,-71.10809952020645,5843,Customer,1961,1
33885,33885,779,2019-12-10 16:37:20.6440,2019-12-10 16:50:20.6260,9,Commonwealth Ave at Agganis Way,42.35169201885973,-71.11903488636017,175,Brighton Center - Washington St at Cambridge St,42.34894857235593,-71.15027189254761,6123,Subscriber,1990,1
33886,33886,1251,2019-12-10 16:37:20.9960,2019-12-10 16:58:12.6180,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,381,Inman Square at Springfield St.,42.37438408515815,-71.1001574621514,5293,Subscriber,1995,2
33887,33887,921,2019-12-10 16:37:24.1980,2019-12-10 16:52:45.8110,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4056,Subscriber,1982,1
33888,33888,393,2019-12-10 16:37:30.9500,2019-12-10 16:44:03.9590,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,26,Washington St at Waltham St,42.34155984972459,-71.06886953115463,4991,Subscriber,1963,1
33889,33889,340,2019-12-10 16:37:32.8710,2019-12-10 16:43:13.0450,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,179,MIT Vassar St,42.35560121327927,-71.10394477844238,5042,Subscriber,1990,1
33890,33890,514,2019-12-10 16:37:49.7190,2019-12-10 16:46:24.4800,192,Purchase St at Pearl St,42.354659,-71.053181,60,Charles Circle - Charles St at Cambridge St,42.36079296858265,-71.07118962337152,6020,Subscriber,1992,1
33891,33891,598,2019-12-10 16:37:56.5790,2019-12-10 16:47:54.7810,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026188269,-71.04167744055303,5473,Customer,1960,1
33892,33892,281,2019-12-10 16:38:12.9430,2019-12-10 16:42:54.0770,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,180,Mt Auburn,42.37478628706384,-71.13320231437683,3783,Subscriber,1982,1
33893,33893,315,2019-12-10 16:38:43.5090,2019-12-10 16:43:58.8080,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,6104,Subscriber,1995,2
33894,33894,451,2019-12-10 16:38:58.8030,2019-12-10 16:46:30.5200,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,330,30 Dane St,42.38100143038052,-71.10402522613185,4539,Subscriber,1983,1
33895,33895,629,2019-12-10 16:39:13.1140,2019-12-10 16:49:42.2900,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,361,Deerfield St at Commonwealth Ave,42.34924376955301,-71.09728209692548,4735,Customer,1983,1
33896,33896,725,2019-12-10 16:39:29.3810,2019-12-10 16:51:35.2500,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,5122,Subscriber,1978,1
33897,33897,932,2019-12-10 16:39:34.2620,2019-12-10 16:55:06.7900,36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,98,Warren St at Chelsea St,42.371848,-71.060292,2852,Subscriber,1974,1
33898,33898,485,2019-12-10 16:39:59.6560,2019-12-10 16:48:05.5990,372,Boylston St at Exeter St,42.349589423682445,-71.0794677917329,58,Mugar Way at Beacon St,42.35553628489709,-71.07286870479584,3571,Subscriber,1962,1
33899,33899,497,2019-12-10 16:40:10.3940,2019-12-10 16:48:27.7360,224,Fresh Pond Reservation,42.38267827521855,-71.143478951426,183,Alewife MBTA at Steel Place,42.39558845716709,-71.14260613918304,3166,Subscriber,1973,2
33900,33900,348,2019-12-10 16:40:15.2170,2019-12-10 16:46:03.8380,39,Washington St at Rutland St,42.338514601786,-71.07404083013535,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,4698,Subscriber,1985,1
33901,33901,1813,2019-12-10 16:40:16.6710,2019-12-10 17:10:29.7760,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,367,Vassal Lane at Tobin/VLUS,42.3839322489048,-71.13961271959852,4941,Subscriber,1993,1
33902,33902,395,2019-12-10 16:40:22.9450,2019-12-10 16:46:58.7690,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,342,Boylston St at Jersey St,42.34465062887831,-71.09732501226972,5161,Subscriber,2000,1
33903,33903,432,2019-12-10 16:40:33.3900,2019-12-10 16:47:45.6360,144,Rogers St & Land Blvd,42.36575798214837,-71.07699394226073,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5196,Subscriber,1970,1
33904,33904,365,2019-12-10 16:40:42.0360,2019-12-10 16:46:47.7250,363,Harrison Ave at Mullins Way,42.34521562115022,-71.0638403149278,161,W Broadway at D St,42.3391085,-71.0514432,2921,Subscriber,1996,1
33905,33905,390,2019-12-10 16:40:44.2790,2019-12-10 16:47:14.2980,282,Stony Brook T Stop,42.316966,-71.104374,125,Hyde Square - Barbara St at Centre St,42.32176525723952,-71.10984160567114,5956,Subscriber,1986,2
33906,33906,759,2019-12-10 16:40:45.3070,2019-12-10 16:53:24.4890,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,352,Ring Rd,42.348278385426255,-71.08044855314802,5602,Subscriber,1975,1
33907,33907,1231,2019-12-10 16:40:49.3340,2019-12-10 17:01:21.2790,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,5456,Subscriber,1977,1
33908,33908,1590,2019-12-10 16:40:53.8030,2019-12-10 17:07:24.5810,212,Maverick Square - Lewis Mall,42.36884408289836,-71.03977829217911,217,Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,6093,Subscriber,1946,1
33909,33909,609,2019-12-10 16:40:56.5810,2019-12-10 16:51:05.9070,221,Verizon Innovation Hub 10 Ware Street,42.37250864997261,-71.11305356025696,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,2363,Subscriber,1999,1
33910,33910,746,2019-12-10 16:41:02.3970,2019-12-10 16:53:28.5670,107,Ames St at Main St,42.3625,-71.08822,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4511,Subscriber,1962,1
33911,33911,566,2019-12-10 16:41:02.5780,2019-12-10 16:50:28.8340,228,One Memorial Drive,42.361619320766856,-71.0804355052096,369,Boston Public Market,42.36254854409333,-71.0573735833168,5848,Subscriber,1978,1
33912,33912,1362,2019-12-10 16:41:24.9110,2019-12-10 17:04:07.6720,361,Deerfield St at Commonwealth Ave,42.34924376955301,-71.09728209692548,327,Main St at Thompson Sq,42.374878467440965,-71.06383498767171,5873,Subscriber,1977,1
33913,33913,1085,2019-12-10 16:41:31.5110,2019-12-10 16:59:37.0340,136,ID Building West,42.344796,-71.031614,365,Harrison Ave at Bennet St,42.34942609892521,-71.06209959843909,4883,Subscriber,1991,1
33914,33914,696,2019-12-10 16:41:33.0160,2019-12-10 16:53:09.5440,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.3374174845973,-71.10286116600037,51,Washington St at Lenox St,42.3350989929096,-71.07903778553009,5312,Subscriber,1992,1
33915,33915,1367,2019-12-10 16:41:34.5800,2019-12-10 17:04:22.3620,356,Charlestown Navy Yard,42.374124549426526,-71.05481199938367,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,4807,Subscriber,1954,1
33916,33916,602,2019-12-10 16:41:42.3550,2019-12-10 16:51:44.7600,359,One Brigham Circle,42.33392270136997,-71.10446508982932,342,Boylston St at Jersey St,42.34465062887831,-71.09732501226972,2843,Subscriber,1997,1
33917,33917,1414,2019-12-10 16:41:45.3550,2019-12-10 17:05:19.4680,196,Roxbury YMCA - Warren St at MLK Blvd,42.31787329345602,-71.08243077993393,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,2863,Subscriber,1987,1
33918,33918,1023,2019-12-10 16:41:50.1810,2019-12-10 16:58:53.2360,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,2309,Subscriber,1976,1
33919,33919,1338,2019-12-10 16:42:20.5470,2019-12-10 17:04:38.6720,359,One Brigham Circle,42.33392270136997,-71.10446508982932,175,Brighton Center - Washington St at Cambridge St,42.34894857235593,-71.15027189254761,4434,Subscriber,1996,2
33920,33920,341,2019-12-10 16:42:26.0920,2019-12-10 16:48:07.7930,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,318,Ames St at Broadway,42.3636929,-71.0875672,5937,Subscriber,1995,2
33921,33921,449,2019-12-10 16:42:29.2960,2019-12-10 16:49:59.1930,107,Ames St at Main St,42.3625,-71.08822,139,Dana Park,42.36178043960605,-71.10809952020645,3943,Subscriber,1994,1
33922,33922,420,2019-12-10 16:42:33.5260,2019-12-10 16:49:34.1030,19,Park Dr at Buswell St,42.347241,-71.105301,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,5650,Subscriber,1981,1
33923,33923,635,2019-12-10 16:42:34.0170,2019-12-10 16:53:09.0630,7,Fan Pier,42.3533905070523,-71.04457139968872,163,The Lawn on D,42.344792,-71.044024,3292,Customer,1979,1
33924,33924,855,2019-12-10 16:42:46.7510,2019-12-10 16:57:02.4990,17,Soldiers Field Park - 111 Western Ave,42.36426344063853,-71.1182756971175,189,Kendall T,42.3624278429124,-71.08495473861694,2124,Subscriber,1989,1
33925,33925,307,2019-12-10 16:42:54.2470,2019-12-10 16:48:01.7390,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,413,Kennedy-Longfellow School 158 Spring St,42.36955297756508,-71.08579014980933,2707,Subscriber,1970,1
33926,33926,1614,2019-12-10 16:42:55.0840,2019-12-10 17:09:49.3920,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.3374174845973,-71.10286116600037,334,Mass Ave at Hadley/Walden,42.39120971915856,-71.12260755160605,6048,Subscriber,1995,1
33927,33927,629,2019-12-10 16:43:04.1870,2019-12-10 16:53:33.4930,334,Mass Ave at Hadley/Walden,42.39120971915856,-71.12260755160605,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,388,Customer,1969,0
33928,33928,969,2019-12-10 16:43:20.3500,2019-12-10 16:59:30.2630,333,699 Mt Auburn St,42.37500235137831,-71.14871613699506,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768079,-71.11714124679565,5680,Subscriber,1997,1
33929,33929,347,2019-12-10 16:43:52.9590,2019-12-10 16:49:40.6080,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,377,Perry Park,42.37927324600841,-71.10341902831351,5777,Subscriber,1989,1
33930,33930,455,2019-12-10 16:43:53.6670,2019-12-10 16:51:29.3860,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,4157,Subscriber,2001,1
33931,33931,740,2019-12-10 16:44:03.6640,2019-12-10 16:56:23.9240,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,57,Massachusetts Ave at Columbus Ave,42.34054261551636,-71.08138847914233,4176,Subscriber,1998,2
33932,33932,267,2019-12-10 16:44:20.7430,2019-12-10 16:48:48.3350,333,699 Mt Auburn St,42.37500235137831,-71.14871613699506,371,700 Huron Ave,42.380788172914286,-71.15412890911102,5696,Subscriber,1986,1
33933,33933,571,2019-12-10 16:44:22.1590,2019-12-10 16:53:53.8110,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,44,Congress St at Boston City Hall,42.36041774637169,-71.05752243543975,5163,Subscriber,1982,1
33934,33934,756,2019-12-10 16:44:35.2440,2019-12-10 16:57:11.4860,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,115,Porter Square Station,42.387995,-71.119084,5987,Subscriber,1968,1
33935,33935,420,2019-12-10 16:44:37.6750,2019-12-10 16:51:38.3040,228,One Memorial Drive,42.361619320766856,-71.0804355052096,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4988,Subscriber,1949,1
33936,33936,1084,2019-12-10 16:44:53.7110,2019-12-10 17:02:58.3670,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,234,Broadway at Central St,42.39517150121575,-71.09850591982195,4725,Subscriber,1991,1
33937,33937,573,2019-12-10 16:44:57.5190,2019-12-10 16:54:30.7810,66,Commonwealth Ave at Griggs St,42.34922469338298,-71.13275302578586,446,700 Commonwealth Ave.,42.34960945333059,-71.10391523698127,4219,Subscriber,1996,1
33938,33938,772,2019-12-10 16:45:04.1560,2019-12-10 16:57:56.3170,107,Ames St at Main St,42.3625,-71.08822,171,Bunker Hill Community College,42.37408991426522,-71.06905996799469,2879,Subscriber,1985,2
33939,33939,502,2019-12-10 16:45:07.3170,2019-12-10 16:53:29.4750,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,81,Chinatown T Stop,42.352409,-71.062679,4155,Subscriber,1996,2
33940,33940,2140,2019-12-10 16:45:14.9190,2019-12-10 17:20:55.7810,9,Commonwealth Ave at Agganis Way,42.35169201885973,-71.11903488636017,86,Brookline Village - Station Street at MBTA,42.33274392304887,-71.11626680949485,3652,Subscriber,1981,2
33941,33941,1086,2019-12-10 16:45:17.6280,2019-12-10 17:03:23.9410,415,Stuart St at Berkeley St,42.34954403114251,-71.0724207387284,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,5213,Subscriber,1990,2
33942,33942,443,2019-12-10 16:45:31.8010,2019-12-10 16:52:55.2650,82,Beacon St at Tappan St,42.33826680058037,-71.13894682028331,66,Commonwealth Ave at Griggs St,42.34922469338298,-71.13275302578586,3550,Subscriber,1987,1
33943,33943,750,2019-12-10 16:45:41.5410,2019-12-10 16:58:11.7930,117,Binney St / Sixth St,42.36608797388682,-71.08633603909765,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,2639,Subscriber,1970,2
33944,33944,828,2019-12-10 16:45:42.5180,2019-12-10 16:59:30.7190,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,5485,Subscriber,1974,1
33945,33945,1112,2019-12-10 16:45:48.1900,2019-12-10 17:04:20.6520,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5951,Subscriber,1969,0
33946,33946,593,2019-12-10 16:45:53.3760,2019-12-10 16:55:46.5380,143,EF - North Point Park,42.369885,-71.069957,185,Third at Binney,42.36544486137399,-71.08277142047882,3603,Subscriber,1996,1
33947,33947,1396,2019-12-10 16:46:06.1900,2019-12-10 17:09:22.4070,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,342,Boylston St at Jersey St,42.34465062887831,-71.09732501226972,3439,Subscriber,1993,1
33948,33948,299,2019-12-10 16:46:08.5740,2019-12-10 16:51:08.3860,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,3115,Subscriber,1999,1
