,Unnamed: 0,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1007,1007,998,2019-12-01 13:40:41.0940,2019-12-01 13:57:19.2710,409,Elm St at White St,42.38952436305763,-71.11694140364307,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,3255,Subscriber,1994,1
1008,1008,786,2019-12-01 13:41:00.5210,2019-12-01 13:54:07.2330,233,St Mary's,42.346197076555455,-71.10728681087494,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,5567,Subscriber,1993,2
1009,1009,203,2019-12-01 13:41:11.6310,2019-12-01 13:44:35.5670,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,5093,Subscriber,1995,1
1010,1010,313,2019-12-01 13:41:56.9780,2019-12-01 13:47:10.9270,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,2231,Subscriber,1992,1
1011,1011,302,2019-12-01 13:42:09.0030,2019-12-01 13:47:11.7700,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,3248,Subscriber,1984,1
1012,1012,633,2019-12-01 13:42:27.3640,2019-12-01 13:53:01.3060,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.357218503176526,-71.1138716340065,3935,Subscriber,1983,2
1013,1013,1800,2019-12-01 13:42:33.7020,2019-12-01 14:12:33.7530,355,Bennington St at Constitution Beach,42.385223935870535,-71.01063068965232,212,Maverick Square - Lewis Mall,42.36884408289836,-71.03977829217911,6103,Customer,1969,0
1014,1014,324,2019-12-01 13:42:40.7480,2019-12-01 13:48:05.5360,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,189,Kendall T,42.3624278429124,-71.08495473861694,5515,Subscriber,1994,1
1015,1015,1833,2019-12-01 13:42:48.8160,2019-12-01 14:13:22.6740,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,4724,Subscriber,1991,1
1016,1016,2783,2019-12-01 13:43:14.2420,2019-12-01 14:29:37.5210,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,144,Rogers St & Land Blvd,42.36575798214837,-71.07699394226073,3793,Subscriber,1989,1
1017,1017,625,2019-12-01 13:43:37.7630,2019-12-01 13:54:03.2620,224,Fresh Pond Reservation,42.38267827521855,-71.143478951426,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,3462,Subscriber,1993,1
1018,1018,520,2019-12-01 13:43:54.7670,2019-12-01 13:52:34.9630,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,5296,Subscriber,1984,2
1019,1019,473,2019-12-01 13:44:07.1570,2019-12-01 13:52:00.5520,179,MIT Vassar St,42.35560121327927,-71.10394477844238,189,Kendall T,42.3624278429124,-71.08495473861694,4883,Subscriber,1997,1
1020,1020,844,2019-12-01 13:44:26.6330,2019-12-01 13:58:31.4950,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,9,Commonwealth Ave at Agganis Way,42.35169201885973,-71.11903488636017,5971,Subscriber,2000,2
1021,1021,390,2019-12-01 13:45:11.8810,2019-12-01 13:51:41.9290,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,5907,Subscriber,1967,2
1022,1022,615,2019-12-01 13:45:40.7700,2019-12-01 13:55:55.9290,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,5836,Subscriber,1993,1
1023,1023,636,2019-12-01 13:46:13.0210,2019-12-01 13:56:49.1660,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,5431,Subscriber,1993,1
1024,1024,321,2019-12-01 13:46:18.8240,2019-12-01 13:51:40.1930,335,Harvard St at Greene-Rose Heritage Park,42.36599432867437,-71.09522221614498,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,5831,Subscriber,2001,1
1025,1025,378,2019-12-01 13:46:57.8600,2019-12-01 13:53:16.6140,119,South Boston Library - 646 E Broadway,42.335741,-71.03877,161,W Broadway at D St,42.3391085,-71.0514432,2397,Subscriber,1979,1
1026,1026,476,2019-12-01 13:47:12.8000,2019-12-01 13:55:09.6410,370,Dartmouth St at Newbury St,42.35096144421219,-71.07782810926437,364,Tremont St at Northampton St,42.33889559644165,-71.08149975611013,4731,Subscriber,1953,1
1027,1027,866,2019-12-01 13:47:29.0210,2019-12-01 14:01:55.5880,9,Commonwealth Ave at Agganis Way,42.35169201885973,-71.11903488636017,82,Beacon St at Tappan St,42.33826680058037,-71.13894682028331,6002,Subscriber,1994,2
1028,1028,390,2019-12-01 13:47:39.8360,2019-12-01 13:54:10.0030,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168027866,-71.12188071012497,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,5478,Subscriber,1991,1
1029,1029,919,2019-12-01 13:48:02.7820,2019-12-01 14:03:21.8160,66,Commonwealth Ave at Griggs St,42.34922469338298,-71.13275302578586,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,5062,Subscriber,1995,1
1030,1030,946,2019-12-01 13:48:15.5200,2019-12-01 14:04:02.0080,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,4977,Subscriber,1988,1
1031,1031,590,2019-12-01 13:48:42.2790,2019-12-01 13:58:33.1480,273,Forest Hills,42.300923,-71.114249,282,Stony Brook T Stop,42.316966,-71.104374,4498,Subscriber,1993,2
1032,1032,187,2019-12-01 13:48:47.5760,2019-12-01 13:51:54.8110,102,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,100,Davis Square,42.396969,-71.123024,4441,Subscriber,1994,2
1033,1033,769,2019-12-01 13:48:55.4560,2019-12-01 14:01:45.2160,233,St Mary's,42.346197076555455,-71.10728681087494,193,Brookline Town Hall,42.33376472623494,-71.12046446660315,5375,Customer,1969,0
1034,1034,497,2019-12-01 13:49:02.9670,2019-12-01 13:57:20.3080,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,4,Tremont St at E Berkeley St,42.345392,-71.069616,4679,Subscriber,1993,1
1035,1035,1431,2019-12-01 13:49:12.5480,2019-12-01 14:13:03.6780,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,351,Faneuil St at Arlington St,42.35276620545606,-71.15988485533308,3453,Customer,1996,1
1036,1036,340,2019-12-01 13:49:21.5090,2019-12-01 13:55:01.5340,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,2284,Subscriber,1998,1
1037,1037,1141,2019-12-01 13:49:50.8740,2019-12-01 14:08:52.4140,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.3374174845973,-71.10286116600037,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,2552,Subscriber,1996,1
1038,1038,641,2019-12-01 13:49:52.8850,2019-12-01 14:00:34.5760,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,376,Honan Library,42.36027370454934,-71.12852452327388,2190,Subscriber,1989,1
1039,1039,818,2019-12-01 13:50:01.0270,2019-12-01 14:03:39.3220,378,191 Beacon St,42.38032335045416,-71.10878612855231,107,Ames St at Main St,42.3625,-71.08822,3473,Subscriber,1996,1
1040,1040,5394,2019-12-01 13:50:09.6980,2019-12-01 15:20:03.9260,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,446,700 Commonwealth Ave.,42.34960945333059,-71.10391523698127,5889,Customer,1989,1
1041,1041,1892,2019-12-01 13:50:23.2200,2019-12-01 14:21:56.1980,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,4657,Customer,1977,1
1042,1042,1221,2019-12-01 13:50:38.5840,2019-12-01 14:11:00.0210,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,2223,Subscriber,1992,1
1043,1043,744,2019-12-01 13:51:11.3660,2019-12-01 14:03:36.0470,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,54,Tremont St at West St,42.354979,-71.063348,2045,Subscriber,1969,1
1044,1044,768,2019-12-01 13:51:14.2970,2019-12-01 14:04:02.9460,59,Chinatown Gate Plaza,42.351356,-71.059367,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,2172,Subscriber,1987,2
1045,1045,1571,2019-12-01 13:51:17.6770,2019-12-01 14:17:29.6150,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,333,699 Mt Auburn St,42.37500235137831,-71.14871613699506,4197,Customer,1994,2
1046,1046,552,2019-12-01 13:51:20.1580,2019-12-01 14:00:32.5930,361,Deerfield St at Commonwealth Ave,42.34924376955301,-71.09728209692548,21,Prudential Center - 101 Huntington Ave,42.34652003998412,-71.08065776545118,2097,Subscriber,1999,1
1047,1047,394,2019-12-01 13:51:47.0900,2019-12-01 13:58:21.3180,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,189,Kendall T,42.3624278429124,-71.08495473861694,5918,Subscriber,1985,2
1048,1048,727,2019-12-01 13:52:06.2020,2019-12-01 14:04:14.1670,59,Chinatown Gate Plaza,42.351356,-71.059367,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,2225,Customer,1969,0
1049,1049,1023,2019-12-01 13:52:19.0920,2019-12-01 14:09:22.2070,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,440,Boston Landing,42.35656092308941,-71.14167537549292,5019,Customer,1969,0
1050,1050,1048,2019-12-01 13:52:57.1200,2019-12-01 14:10:25.2470,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,381,Inman Square at Springfield St.,42.37438408515815,-71.1001574621514,2956,Subscriber,1989,1
1051,1051,546,2019-12-01 13:53:05.6910,2019-12-01 14:02:12.3920,179,MIT Vassar St,42.35560121327927,-71.10394477844238,189,Kendall T,42.3624278429124,-71.08495473861694,3639,Subscriber,1994,2
1052,1052,426,2019-12-01 13:54:13.4690,2019-12-01 14:01:19.7230,345,Park Plaza at Charles St S.,42.35182806892068,-71.06781138111728,426,Surface Rd at Summer St,42.35294569782581,-71.05656400803126,5306,Subscriber,1991,1
1053,1053,1553,2019-12-01 13:54:23.1920,2019-12-01 14:20:16.8270,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,446,700 Commonwealth Ave.,42.34960945333059,-71.10391523698127,5815,Subscriber,1995,1
1054,1054,554,2019-12-01 13:55:01.6520,2019-12-01 14:04:15.9870,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,6039,Subscriber,1957,2
1055,1055,458,2019-12-01 13:55:27.3660,2019-12-01 14:03:05.8390,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3359,Subscriber,1962,2
1056,1056,1837,2019-12-01 13:55:38.1010,2019-12-01 14:26:15.4950,77,Somerville City Hall,42.386844,-71.09812,11,Longwood Ave at Binney St,42.338629,-71.1065,4943,Subscriber,1991,1
1057,1057,643,2019-12-01 13:55:52.8590,2019-12-01 14:06:36.2480,180,Mt Auburn,42.37478628706384,-71.13320231437683,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,3396,Subscriber,1984,1
1058,1058,1363,2019-12-01 13:56:07.4610,2019-12-01 14:18:51.2830,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,404,Mass Ave T Station,42.34135615767354,-71.08336953450817,5722,Subscriber,1952,2
1059,1059,200,2019-12-01 13:56:10.0230,2019-12-01 13:59:30.5230,100,Davis Square,42.396969,-71.123024,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,2857,Subscriber,1991,2
1060,1060,651,2019-12-01 13:56:29.4970,2019-12-01 14:07:20.9020,403,Marion St at Harvard St,42.33978052668946,-71.12133350232398,401,High St at Cypress St,42.32538435700882,-71.12177595532557,2837,Subscriber,1981,1
1061,1061,320,2019-12-01 13:57:22.4440,2019-12-01 14:02:42.5650,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5593,Subscriber,1997,1
1062,1062,374,2019-12-01 13:57:28.8220,2019-12-01 14:03:43.4860,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,3941,Subscriber,1990,2
1063,1063,3860,2019-12-01 13:58:51.0350,2019-12-01 15:03:11.1720,361,Deerfield St at Commonwealth Ave,42.34924376955301,-71.09728209692548,446,700 Commonwealth Ave.,42.34960945333059,-71.10391523698127,5267,Customer,2000,0
1064,1064,366,2019-12-01 13:59:00.3410,2019-12-01 14:05:06.6990,149,175 N Harvard St,42.363796,-71.129164,440,Boston Landing,42.35656092308941,-71.14167537549292,5487,Subscriber,2002,1
1065,1065,7128,2019-12-01 13:59:08.4460,2019-12-01 15:57:57.0440,49,Stuart St at Charles St,42.351146,-71.066289,49,Stuart St at Charles St,42.351146,-71.066289,6033,Customer,1969,0
1066,1066,337,2019-12-01 13:59:16.5650,2019-12-01 14:04:54.0510,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2168,Subscriber,1990,1
1067,1067,284,2019-12-01 13:59:23.2260,2019-12-01 14:04:08.1840,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,3092,Subscriber,1984,1
1068,1068,682,2019-12-01 13:59:35.4360,2019-12-01 14:10:57.9580,342,Boylston St at Jersey St,42.34465062887831,-71.09732501226972,345,Park Plaza at Charles St S.,42.35182806892068,-71.06781138111728,3064,Subscriber,1993,1
1069,1069,374,2019-12-01 13:59:40.8280,2019-12-01 14:05:55.2080,82,Beacon St at Tappan St,42.33826680058037,-71.13894682028331,193,Brookline Town Hall,42.33376472623494,-71.12046446660315,5912,Subscriber,1987,1
1070,1070,335,2019-12-01 14:00:00.9910,2019-12-01 14:05:36.6820,175,Brighton Center - Washington St at Cambridge St,42.34894857235593,-71.15027189254761,37,New Balance - 20 Guest St,42.35732921867706,-71.14673539996147,5594,Subscriber,1990,1
1071,1071,518,2019-12-01 14:00:53.0090,2019-12-01 14:09:31.1390,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,98,Warren St at Chelsea St,42.371848,-71.060292,5220,Subscriber,1988,2
1072,1072,371,2019-12-01 14:00:58.2050,2019-12-01 14:07:09.4240,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,2124,Subscriber,1989,1
1073,1073,287,2019-12-01 14:00:59.2390,2019-12-01 14:05:46.8980,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,381,Inman Square at Springfield St.,42.37438408515815,-71.1001574621514,5478,Subscriber,1991,1
1074,1074,498,2019-12-01 14:01:04.3480,2019-12-01 14:09:23.1360,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,98,Warren St at Chelsea St,42.371848,-71.060292,4767,Subscriber,1988,1
1075,1075,233,2019-12-01 14:01:08.7200,2019-12-01 14:05:02.3750,200,Washington St at Melnea Cass Blvd,42.332817,-71.081198,39,Washington St at Rutland St,42.338514601786,-71.07404083013535,4364,Subscriber,1995,1
1076,1076,449,2019-12-01 14:01:46.3970,2019-12-01 14:09:16.2410,437,Berkshire Street at Cambridge Street,42.37207657915397,-71.08995433905875,143,EF - North Point Park,42.369885,-71.069957,5365,Subscriber,1993,1
1077,1077,350,2019-12-01 14:01:54.0250,2019-12-01 14:07:44.0410,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,318,Ames St at Broadway,42.3636929,-71.0875672,5831,Subscriber,1995,2
1078,1078,453,2019-12-01 14:01:56.6910,2019-12-01 14:09:30.0860,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,179,MIT Vassar St,42.35560121327927,-71.10394477844238,4127,Subscriber,2000,1
1079,1079,1628,2019-12-01 14:02:03.9400,2019-12-01 14:29:12.0160,338,Commonwealth Ave at Kelton St,42.348358628170445,-71.13997217276847,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,3708,Subscriber,1989,2
1080,1080,2094,2019-12-01 14:02:35.8930,2019-12-01 14:37:30.0530,4,Tremont St at E Berkeley St,42.345392,-71.069616,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4778,Subscriber,1998,1
1081,1081,639,2019-12-01 14:02:43.0340,2019-12-01 14:13:22.3870,381,Inman Square at Springfield St.,42.37438408515815,-71.1001574621514,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,3035,Subscriber,1991,2
1082,1082,626,2019-12-01 14:02:54.0840,2019-12-01 14:13:21.0470,381,Inman Square at Springfield St.,42.37438408515815,-71.1001574621514,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,4144,Subscriber,1990,1
1083,1083,337,2019-12-01 14:03:13.0100,2019-12-01 14:08:50.7540,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,3746,Subscriber,1991,1
1084,1084,2214,2019-12-01 14:03:13.7930,2019-12-01 14:40:08.5890,232,Four Corners - 157 Washington St,42.30412792739016,-71.07929527759552,205,Bowdoin St at Quincy St,42.30785224238503,-71.06512248516083,6051,Customer,1969,0
1085,1085,2045,2019-12-01 14:04:05.2350,2019-12-01 14:38:10.8710,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,3456,Customer,1999,2
1086,1086,1095,2019-12-01 14:04:08.5200,2019-12-01 14:22:23.7020,49,Stuart St at Charles St,42.351146,-71.066289,36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,2217,Customer,1995,2
1087,1087,1080,2019-12-01 14:04:37.5100,2019-12-01 14:22:37.9390,49,Stuart St at Charles St,42.351146,-71.066289,36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,6022,Customer,1995,2
1088,1088,137,2019-12-01 14:04:38.8500,2019-12-01 14:06:56.5530,121,W Broadway at Dorchester St,42.33595897943309,-71.04622899561036,161,W Broadway at D St,42.3391085,-71.0514432,4987,Subscriber,1992,1
1089,1089,1994,2019-12-01 14:04:56.2010,2019-12-01 14:38:10.9540,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,5314,Customer,1997,1
1090,1090,513,2019-12-01 14:04:58.5620,2019-12-01 14:13:32.3990,413,Kennedy-Longfellow School 158 Spring St,42.36955297756508,-71.08579014980933,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4070,Subscriber,1990,2
1091,1091,1253,2019-12-01 14:05:53.1950,2019-12-01 14:26:46.6530,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,352,Ring Rd,42.348278385426255,-71.08044855314802,6151,Subscriber,1995,2
1092,1092,448,2019-12-01 14:05:57.5380,2019-12-01 14:13:25.7240,26,Washington St at Waltham St,42.34155984972459,-71.06886953115463,415,Stuart St at Berkeley St,42.34954403114251,-71.0724207387284,6065,Subscriber,1982,1
1093,1093,906,2019-12-01 14:06:09.4150,2019-12-01 14:21:16.3890,226,Commonwealth Ave At Babcock St,42.35154734791375,-71.12126246094704,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2278,Subscriber,1998,2
1094,1094,148,2019-12-01 14:06:25.3140,2019-12-01 14:08:53.6350,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176110118,-71.0514298081398,192,Purchase St at Pearl St,42.354659,-71.053181,3269,Subscriber,1980,1
1095,1095,1048,2019-12-01 14:06:38.6520,2019-12-01 14:24:07.5620,124,Curtis Hall - South St at Centre St,42.309054,-71.11543,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,5371,Subscriber,1982,1
1096,1096,1261,2019-12-01 14:06:39.7920,2019-12-01 14:27:41.4620,332,Harvard Ave at Brainerd Rd,42.34953016890375,-71.13022770741735,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,5434,Subscriber,1980,1
1097,1097,1268,2019-12-01 14:07:38.3400,2019-12-01 14:28:46.9290,437,Berkshire Street at Cambridge Street,42.37207657915397,-71.08995433905875,374,Tremont St at Hamilton Pl,42.35668334969929,-71.06166645884514,5564,Customer,1996,2
1098,1098,361,2019-12-01 14:07:57.0950,2019-12-01 14:13:58.6070,179,MIT Vassar St,42.35560121327927,-71.10394477844238,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,3911,Subscriber,1989,1
1099,1099,197,2019-12-01 14:08:03.1730,2019-12-01 14:11:20.7500,350,Codman Square Library,42.2873611,-71.071111,349,Washington St at Talbot Ave,42.290333,-71.071806,5068,Subscriber,1973,1
1100,1100,270,2019-12-01 14:08:19.1380,2019-12-01 14:12:50.1090,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,141,Kendall Street,42.36356015842989,-71.08216792345047,4016,Subscriber,1987,2
1101,1101,690,2019-12-01 14:08:38.0550,2019-12-01 14:20:08.7620,367,Vassal Lane at Tobin/VLUS,42.3839322489048,-71.13961271959852,100,Davis Square,42.396969,-71.123024,4493,Subscriber,1972,1
1102,1102,990,2019-12-01 14:08:39.1260,2019-12-01 14:25:09.1610,361,Deerfield St at Commonwealth Ave,42.34924376955301,-71.09728209692548,107,Ames St at Main St,42.3625,-71.08822,2057,Subscriber,1999,1
1103,1103,425,2019-12-01 14:09:34.6880,2019-12-01 14:16:40.5870,26,Washington St at Waltham St,42.34155984972459,-71.06886953115463,57,Massachusetts Ave at Columbus Ave,42.34054261551636,-71.08138847914233,3785,Subscriber,1990,2
1104,1104,272,2019-12-01 14:09:49.7990,2019-12-01 14:14:22.3190,413,Kennedy-Longfellow School 158 Spring St,42.36955297756508,-71.08579014980933,189,Kendall T,42.3624278429124,-71.08495473861694,4474,Subscriber,1988,1
1105,1105,232,2019-12-01 14:10:21.2430,2019-12-01 14:14:13.6290,239,Community Path at Cedar Street,42.39407223665884,-71.11133694648743,328,Grove St at Community Path,42.396386809455,-71.12011306006025,3175,Subscriber,1965,2
1106,1106,192,2019-12-01 14:10:25.4640,2019-12-01 14:13:37.5430,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,177,University Park,42.36264779118595,-71.10006093978882,5723,Subscriber,1995,2
1107,1107,432,2019-12-01 14:10:39.5000,2019-12-01 14:17:52.2970,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.357218503176526,-71.1138716340065,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,6075,Customer,1983,1
1108,1108,358,2019-12-01 14:11:30.2840,2019-12-01 14:17:28.4840,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,5579,Subscriber,1997,1
1109,1109,646,2019-12-01 14:11:43.6650,2019-12-01 14:22:30.5890,149,175 N Harvard St,42.363796,-71.129164,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768079,-71.11714124679565,3055,Customer,1982,1
1110,1110,359,2019-12-01 14:12:08.0470,2019-12-01 14:18:07.5520,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,189,Kendall T,42.3624278429124,-71.08495473861694,3707,Subscriber,1992,1
1111,1111,357,2019-12-01 14:12:08.1840,2019-12-01 14:18:06.0440,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,189,Kendall T,42.3624278429124,-71.08495473861694,5993,Subscriber,1992,2
1112,1112,1126,2019-12-01 14:12:18.0540,2019-12-01 14:31:04.0760,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,2859,Subscriber,1970,1
1113,1113,217,2019-12-01 14:12:35.5960,2019-12-01 14:16:12.8050,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5463,Subscriber,1996,1
1114,1114,979,2019-12-01 14:12:55.0180,2019-12-01 14:29:14.2080,402,Washington St at Griggs Rd,42.33833423719901,-71.13050930220197,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,4371,Subscriber,1987,1
1115,1115,819,2019-12-01 14:13:17.5200,2019-12-01 14:26:56.6710,345,Park Plaza at Charles St S.,42.35182806892068,-71.06781138111728,342,Boylston St at Jersey St,42.34465062887831,-71.09732501226972,3064,Subscriber,1993,1
1116,1116,231,2019-12-01 14:13:27.7360,2019-12-01 14:17:19.3750,335,Harvard St at Greene-Rose Heritage Park,42.36599432867437,-71.09522221614498,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,3681,Subscriber,1993,1
1117,1117,766,2019-12-01 14:13:37.7350,2019-12-01 14:26:24.0570,197,MLK Blvd at Washington St,42.32143814183195,-71.09126061201096,282,Stony Brook T Stop,42.316966,-71.104374,3829,Customer,1969,0
1118,1118,820,2019-12-01 14:14:06.0170,2019-12-01 14:27:46.1290,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,370,Dartmouth St at Newbury St,42.35096144421219,-71.07782810926437,4724,Subscriber,1988,1
1119,1119,427,2019-12-01 14:14:26.8840,2019-12-01 14:21:34.7660,377,Perry Park,42.37927324600841,-71.10341902831351,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5913,Subscriber,1990,2
1120,1120,749,2019-12-01 14:14:42.1890,2019-12-01 14:27:11.4130,161,W Broadway at D St,42.3391085,-71.0514432,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,2821,Subscriber,1997,2
1121,1121,326,2019-12-01 14:14:53.1820,2019-12-01 14:20:19.3420,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176110118,-71.0514298081398,2058,Subscriber,1978,1
1122,1122,683,2019-12-01 14:15:09.9640,2019-12-01 14:26:33.2630,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,5611,Customer,1991,1
